obsra,obsdec,z_helio,quality,specid
+11:19:50.29,-10:09:16.3,     +0.005481,          4,               53808
+12:40:02.77,-01:02:59.2,     +0.005470,          4,               61219
+22:56:36.72,-36:14:59.1,     +0.005465,          3,              110538
+11:31:57.80,-02:55:18.3,     +0.005462,          4,              127865
+14:46:11.12,-00:13:22.8,     +0.005462,          4,               75059
+03:38:29.72,-23:01:38.7,     +0.005460,          4,               21653
+12:45:31.94,-00:32:02.5,     +0.005451,          4,               61231
+17:22:23.25,-05:41:35.7,     +0.005449,          4,               84539
+22:03:55.12,-49:42:44.3,     +0.005449,          4,              105816
+06:47:23.42,-26:44:10.6,     +0.005445,          3,              134206
+08:52:38.03,-02:36:11.6,     +0.005443,          4,               43139
+00:47:47.31,-11:28:07.3,     +0.005441,          4,              133526
+14:08:58.09,-02:58:26.0,     +0.005440,          4,               71173
+23:13:38.21,-41:59:40.5,     +0.005440,          4,              113506
+03:44:01.04,-14:21:31.2,     +0.005440,          4,               22637
+00:51:59.63,-00:29:11.6,     +0.005439,          4,                5508
+00:52:42.29,-31:12:20.9,     +0.005434,          4,                6558
+05:59:19.27,-25:32:18.2,     +0.005432,          4,               34274
+03:38:17.64,-23:25:09.0,     +0.005426,          4,               21652
+03:00:21.71,-36:55:16.2,     +0.005426,          4,               17488
+04:42:14.52,-20:26:05.2,     +0.005425,          4,              124615
+13:19:52.00,-22:16:43.8,     +0.005421,          4,               66578
+19:54:40.06,-12:41:16.6,     +0.005420,          4,               90594
+13:34:04.37,-32:21:36.1,     +0.005419,          3,               68190
+03:08:19.02,-13:54:10.6,     +0.005418,          4,               18916
+23:09:47.29,-43:25:40.6,     +0.005418,          4,              113487
+11:54:01.54,-19:34:07.6,     +0.005416,          4,               57818
+03:00:31.74,-15:44:10.2,     +0.005411,          4,               16727
+00:59:50.02,-07:34:41.0,     +0.005411,          4,                6346
+11:48:20.66,-30:57:27.2,     +0.005410,          4,               56586
+05:27:01.16,-21:33:25.3,     +0.005409,          4,               32032
+03:19:41.06,-19:24:40.3,     +0.005404,          4,               19897
+01:26:42.30,-25:18:53.9,     +0.005399,          4,                9350
+00:41:12.57,-13:32:46.4,     +0.005399,          4,                5702
+23:22:17.80,-23:33:08.0,     +0.005398,          4,              113603
+11:58:31.24,-18:20:48.6,     +0.005397,          4,              128202
+03:13:29.88,-25:43:31.9,     +0.005388,          4,               18253
+05:37:09.55,-22:47:35.1,     +0.005388,          3,               33135
+11:40:40.28,-05:51:11.9,     +0.005381,          4,               56005
+03:40:15.93,-19:04:54.4,     +0.005379,          4,               21935
+23:08:55.59,-30:51:28.3,     +0.005379,          4,              112494
+13:07:01.66,-07:41:54.9,     +0.005378,          3,               64053
+08:05:38.04,-11:25:37.3,     +0.005376,          4,               41137
+04:27:19.83,-22:33:33.3,     +0.005370,          4,               26313
+03:35:30.48,-34:26:50.1,     +0.005366,          4,               20332
+03:36:17.39,-25:36:17.0,     +0.005365,          4,               21628
+03:35:31.04,-34:26:49.4,     +0.005363,          4,               21513
+03:30:40.47,-31:56:01.7,     +0.005360,          4,               21262
+02:56:12.35,-19:39:00.0,     +0.005358,          4,               16059
+00:40:34.98,-13:52:22.0,     +0.005355,          4,                5698
+13:00:04.25,-15:21:45.1,     +0.005349,          4,               63944
+11:55:50.62,-18:11:47.4,     +0.005346,          4,               57828
+00:30:21.91,-33:14:38.4,     +0.005345,          4,                3238
+23:40:56.76,-19:05:07.4,     +0.005344,          4,              115479
+20:43:22.03,-65:38:52.1,     +0.005341,          4,               94543
+02:19:29.15,-21:26:06.8,     +0.005341,          4,               13122
+02:28:27.85,-01:09:05.5,     +0.005341,          4,               13607
+23:16:10.73,-42:35:04.6,     +0.005339,          4,              113505
+02:42:07.91,-24:07:45.5,     +0.005338,          4,               15837
+03:32:28.63,-18:56:54.6,     +0.005338,          4,               19930
+11:48:54.87,-30:10:24.8,     +0.005337,          4,               57909
+11:46:48.91,-11:46:07.2,     +0.005332,          4,              128006
+00:50:39.91,-20:39:02.7,     +0.005329,          4,                5979
+22:32:13.29,-41:10:09.7,     +0.005328,          4,              109358
+03:35:45.27,-21:46:59.2,     +0.005325,          4,               21399
+00:08:22.65,-29:54:12.6,     +0.005325,          4,                 101
+13:00:17.20,-12:20:47.6,     +0.005319,          4,               64367
+03:08:00.32,-23:18:50.2,     +0.005316,          4,               18236
+13:17:59.37,-22:42:31.3,     +0.005316,          3,              128572
+22:57:40.76,-35:23:49.4,     +0.005311,          4,              111690
+02:41:04.80,-08:15:21.0,     +0.005306,          4,               15612
+23:40:20.59,-54:51:54.6,     +0.005301,          4,              114705
+22:56:52.89,-42:45:14.3,     +0.005300,          3,              111583
+01:45:03.67,-16:25:55.7,     +0.005297,          4,               11024
+11:45:25.48,-10:03:46.3,     +0.005296,          4,               56149
+05:06:02.25,-27:48:05.0,     +0.005296,          4,               29598
+08:51:00.23,-02:22:01.3,     +0.005293,          4,               43141
+13:52:21.13,-18:05:27.0,     +0.005290,          4,               70279
+01:29:33.54,-20:42:14.0,     +0.005286,          4,                9321
+03:57:28.68,-23:10:48.1,     +0.005283,          4,               23793
+12:44:33.50,-02:19:09.0,     +0.005282,          4,               61246
+12:53:45.70,-06:37:19.8,     +0.005277,          4,               63362
+16:21:48.62,-02:17:00.4,     +0.005274,          4,               82035
+19:43:11.75,-06:56:21.0,     +0.005270,          4,               90485
+12:00:34.74,-17:50:33.4,     +0.005268,          4,              128197
+11:53:40.64,-03:59:47.5,     +0.005266,          4,               57705
+00:53:30.21,-30:50:31.5,     +0.005263,          4,                6397
+23:48:24.91,-40:45:22.0,     +0.005262,          4,              115782
+13:05:05.79,-08:09:40.8,     +0.005262,          4,               63392
+01:53:00.49,-13:44:19.0,     +0.005262,          4,               11412
+13:05:49.29,-08:00:42.2,     +0.005259,          4,               63391
+11:32:31.71,-29:37:10.9,     +0.005256,          4,               55496
+02:22:00.83,-20:44:42.8,     +0.005253,          4,               13127
+21:45:14.67,-49:00:31.9,     +0.005252,          3,              101217
+11:10:51.56,-25:44:58.6,     +0.005252,          3,              127675
+07:36:12.34,-69:47:46.6,     +0.005245,          4,              126384
+03:57:28.68,-23:10:48.1,     +0.005244,          4,               23891
+12:00:29.22,-15:56:54.1,     +0.005244,          4,              128174
+03:52:00.92,-33:28:03.4,     +0.005241,          4,               21571
+02:09:59.70,-08:50:09.9,     +0.005241,          4,               12434
+03:26:17.25,-21:20:07.2,     +0.005237,          4,               19946
+11:57:02.14,-19:43:41.5,     +0.005234,          4,               57814
+03:08:00.32,-23:18:50.2,     +0.005232,          4,               17906
+01:27:35.50,-06:19:35.9,     +0.005229,          4,              122486
+03:34:38.12,-17:28:34.8,     +0.005226,          4,               21143
+05:35:57.26,-21:14:51.0,     +0.005223,          4,               32014
+03:11:49.27,-15:57:33.2,     +0.005220,          4,               18889
+03:00:42.81,-16:07:51.9,     +0.005219,          4,               18026
+14:53:23.28,-36:05:11.1,     +0.005219,          4,               76180
+03:42:11.49,-29:53:36.0,     +0.005219,          4,               21335
+04:21:25.16,-33:14:58.3,     +0.005216,          4,               26597
+03:02:34.47,-23:07:42.8,     +0.005214,          4,               18158
+02:21:53.14,-20:49:23.7,     +0.005213,          4,               14470
+02:57:52.97,-02:20:41.4,     +0.005212,          4,               16448
+03:40:42.11,-37:30:39.0,     +0.005209,          4,               22955
+11:44:35.23,-03:48:03.6,     +0.005204,          4,               56046
+03:42:31.36,-16:00:06.8,     +0.005202,          4,               21984
+03:05:07.47,-15:23:37.2,     +0.005200,          4,               18099
+23:11:20.84,-43:25:22.6,     +0.005200,          3,              135792
+02:26:22.44,-24:17:18.8,     +0.005199,          4,               14661
+03:45:17.23,-23:00:08.9,     +0.005199,          4,               21472
+03:56:01.17,-20:33:18.8,     +0.005197,          4,               23267
+12:57:15.83,-05:20:46.5,     +0.005196,          3,               62744
+11:52:31.27,-03:52:20.1,     +0.005196,          4,               57707
+23:14:48.44,-43:35:59.5,     +0.005195,          4,              113490
+03:14:05.48,-21:46:27.4,     +0.005193,          4,               19890
+03:29:31.69,-17:46:42.2,     +0.005192,          4,               20513
+08:52:01.39,-07:44:57.0,     +0.005189,          4,               43044
+02:41:35.11,-08:10:24.6,     +0.005189,          4,               16495
+03:23:06.60,-21:22:30.7,     +0.005188,          4,               19049
+02:35:32.00,-07:09:36.3,     +0.005185,          4,               15595
+02:11:41.48,-09:18:16.5,     +0.005181,          4,               12445
+22:12:29.64,-47:13:19.0,     +0.005181,          4,              107158
+00:42:14.69,-18:09:42.3,     +0.005180,          4,                5323
+03:42:31.36,-16:00:06.8,     +0.005179,          4,               21231
+03:34:19.24,-19:25:27.7,     +0.005176,          4,               21946
+02:35:27.73,-09:21:21.6,     +0.005173,          4,               15564
+23:12:07.58,-28:32:22.7,     +0.005169,          4,              112466
+06:05:17.96,-27:51:25.1,     +0.005169,          4,               35007
+03:32:02.98,-20:49:08.2,     +0.005169,          4,               20553
+03:24:25.57,-21:32:38.3,     +0.005166,          4,               20455
+01:30:11.91,-22:45:45.1,     +0.005160,          4,                9356
+23:22:00.89,-42:28:49.8,     +0.005160,          4,              121147
+21:44:55.94,-49:01:02.8,     +0.005159,          4,              131223
+03:45:59.41,-12:31:49.1,     +0.005157,          4,              118309
+03:36:47.49,-34:44:22.6,     +0.005154,          4,               21493
+03:32:02.98,-20:49:08.2,     +0.005144,          4,               21414
+12:37:13.50,-28:29:34.4,     +0.005143,          4,               61703
+12:37:13.50,-28:29:34.4,     +0.005140,          4,               62227
+11:48:58.42,-28:26:40.5,     +0.005137,          4,               57215
+03:33:32.46,-36:06:34.4,     +0.005137,          4,               20346
+23:14:57.29,-42:33:30.6,     +0.005129,          4,              113504
+03:19:14.22,-19:06:00.0,     +0.005128,          4,               20489
+12:50:42.78,-04:09:21.0,     +0.005123,          4,               62730
+00:34:15.52,-27:48:12.9,     +0.005119,          4,                4750
+23:13:14.03,-28:21:27.0,     +0.005115,          4,              112981
+12:01:09.46,-19:04:46.9,     +0.005108,          4,              128203
+01:42:53.21,-43:23:54.6,     +0.005099,          3,               10460
+03:33:27.69,-21:33:52.9,     +0.005098,          4,               21405
+01:41:07.11,-05:34:05.2,     +0.005098,          4,              122537
+00:34:32.64,-30:01:04.3,     +0.005097,          4,                4738
+03:30:49.74,-25:56:32.5,     +0.005094,          4,               19669
+00:47:28.25,-31:25:21.1,     +0.005090,          4,                6565
+07:19:40.85,-69:01:55.3,     +0.005089,          3,               40044
+12:45:08.63,-00:27:42.8,     +0.005081,          4,               61230
+23:11:25.57,-28:33:04.8,     +0.005078,          4,              112975
+03:45:54.85,-36:21:25.1,     +0.005075,          4,               22968
+03:49:42.26,-26:59:36.3,     +0.005071,          4,               22436
+00:23:04.18,-27:55:37.4,     +0.005060,          4,                2710
+02:55:39.38,-36:20:07.9,     +0.005055,          4,               18379
+06:21:39.75,-27:14:01.4,     +0.005052,          4,               36321
+00:45:32.26,-11:14:31.1,     +0.005050,          4,              133547
+04:00:41.61,-30:49:51.6,     +0.005050,          4,               23414
+03:37:43.33,-22:54:29.5,     +0.005049,          3,               21375
+08:32:57.50,-22:54:03.2,     +0.005048,          4,               42075
+23:18:54.83,-42:14:20.5,     +0.005046,          4,              113386
+03:36:55.75,-23:44:26.9,     +0.005046,          3,               21651
+04:37:50.55,-20:03:51.9,     +0.005041,          4,              124514
+23:39:25.47,-21:18:09.0,     +0.005040,          3,              132767
+03:37:28.32,-24:30:04.7,     +0.005039,          4,               21369
+11:53:57.15,-23:09:51.1,     +0.005039,          4,               56471
